Id,Predicted
6887,0.017548613
5051,0.024099877
6502,0.019421726
4962,0.019421726
6552,0.016424587
6044,0.12156864
5906,0.028513294
5561,0.07188896
7115,0.025107915
6605,0.032442108
7250,0.056900047
6875,0.12032255
5773,0.36413613
5365,0.037620824
6010,0.024855595
6399,0.016693797
6748,0.05855761
6088,0.2850644
7255,0.10168061
6861,0.056300864
5318,0.13341357
5682,0.07136601
7201,0.07136601
6254,0.035888433
7072,0.0505819
6312,0.07093789
5241,0.049840078
5953,0.04246878
5072,0.03375934
6970,0.023627108
5774,0.12658353
5382,0.04346288
5469,0.07333482
5772,0.0097235255
5527,0.011096872
5169,0.017858103
5526,0.05839055
5931,0.94923586
5731,0.97944987
5651,0.0065291952
5569,0.18510829
6402,0.07178674
6753,0.42409974
5585,0.04140172
7046,0.0854089
6486,0.014550375
5893,0.028657407
5868,0.0064262208
5281,0.10132921
7100,0.019790737
6866,0.016521497
6436,0.05383316
5784,0.5777336
5174,0.19958556
6350,0.028213331
5063,0.6537053
6249,0.06569255
5808,0.057386436
6984,0.044603445
6922,0.8265423
5367,0.8265423
6625,0.39388347
5963,0.21775065
6534,0.4871599
6730,0.03150816
6054,0.24844918
7295,0.1788322
5878,0.08033036
6655,0.08729135
5956,0.027697552
6926,0.014558569
5140,0.11105175
5520,0.012433747
5110,0.008604876
5681,0.022807663
5698,0.042157646
5210,0.0244362
6059,0.0434073
6569,0.07073766
5428,0.017450511
7230,0.015194777
7221,0.030555278
5005,0.042562086
6464,0.02504072
5034,0.01861908
5304,0.008604529
6871,0.07695455
6956,0.8069087
6495,0.121740445
5363,0.97292644
5634,0.008312881
5850,0.09094991
6857,0.008036642
7035,0.009165581
7253,0.0263284
6544,0.025314175
7202,0.009002024
5683,0.009002024
7167,0.024817714
6055,0.42465046
7199,0.006514375
5758,0.3537035
5718,0.016693797
5229,0.024043357
5236,0.014290537
5360,0.008480446
6755,0.9346221
6819,0.3691798
5041,0.32611802
6104,0.0643143
6643,0.016317885
6083,0.1884355
5293,0.01563134
7088,0.015224997
7001,0.10623967
5779,0.10565751
6607,0.026384331
5103,0.00645598
6215,0.045554284
7096,0.011736368
5039,0.09477895
6136,0.049202655
6078,0.012146655
6037,0.011123696
6113,0.19382635
5976,0.5651476
7139,0.006353701
5046,0.025225835
5451,0.37655035
6856,0.95601064
5253,0.8520078
6695,0.020459583
6621,0.01352635
6435,0.019566
5389,0.08229351
6872,0.32958108
6908,0.028103597
6942,0.012486383
6665,0.04522906
6541,0.015875572
6688,0.044674866
5368,0.18143639
6923,0.18143639
6313,0.02274549
5270,0.5284784
5446,0.028141007
5817,0.9860904
7209,0.98326313
6568,0.042998854
6682,0.9865485
5699,0.01660149
7292,0.0346056
5214,0.07479901
6437,0.10124156
5320,0.1962371
7164,0.023547899
5221,0.09324134
5856,0.9811535
6353,0.037304234
6677,0.108759545
6242,0.09536022
5061,0.044007722
6868,0.24357174
6097,0.008604876
7050,0.034210693
7171,0.013200927
7200,0.17418592
6969,0.011041039
7219,0.00980277
7242,0.020467535
6852,0.024643905
5830,0.044504806
6790,0.16204791
5265,0.98157823
6007,0.010564705
7279,0.029352756
5463,0.02113571
6355,0.028302263
6675,0.012146655
5620,0.20080191
4988,0.9850522
5765,0.03978526
7091,0.03660109
5933,0.016501209
6470,0.1651168
5841,0.008604876
6574,0.09822355
5525,0.006514375
5435,0.015265988
7168,0.012966626
5909,0.16298601
6859,0.5993143
6539,0.018724361
5226,0.13012643
5260,0.2556628
6553,0.046478853
6633,0.096801266
7151,0.06361148
5665,0.09498507
6932,0.012433747
7294,0.029425215
6321,0.525274
6469,0.01563134
5614,0.026085852
4967,0.9860904
