amount,duration,payments,same_district,frequency,has_disponent,gender,region,nr_inhabitants,nr_municip_inhabitants_499,nr_municip_inhabitants_500_1999,nr_municip_inhabitants_2000_9999,nr_municip_inhabitants_10000,nr_cities,ratio_urban_inhabitants,average_salary,ratio_entrepeneurs,avg_crimes,avg_unemployment,criminality_growth,unemployment_growth,avg_amount_credit,avg_amount_withdrawal,avg_amount_total,min_amount,max_amount,credit_ratio,avg_balance,num_trans,min_balance,std_balance,negative_balance,last_balance,last_balance_negative,age_when_loan,days_between,loan_status,has_card
14628,12,1219,True,1,0,0,6,157042,49,70,18,0,9,0.33899999999999997,8743.0,0.111,0.024047706982845352,2.1550000000000002,0.001496414971790986,0.5500000000000003,5665.136363636364,-2680.16,-130.20833333333334,-14100,23231,0.3055555555555556,33098.5694,72,200,9092.692517477964,0,34910.0000,0,45,399,0,False
121896,24,5079,True,1,0,1,6,157042,49,70,18,0,9,0.33899999999999997,8743.0,0.111,0.024047706982845352,2.1550000000000002,0.001496414971790986,0.5500000000000003,15005.444444444445,-11181.12,-219.30232558139534,-64900,48079,0.4186046511627907,54411.8837,86,600,21918.663482223186,0,41917.0000,0,29,486,0,False
71460,12,5955,True,1,1,1,6,157042,49,70,18,0,9,0.33899999999999997,8743.0,0.111,0.024047706982845352,2.1550000000000002,0.001496414971790986,0.5500000000000003,12260.0,-7286.133333333333,2802.1935483870966,-24300,48487,0.5161290322580645,51209.5806,31,200,18948.740143283667,0,70764.0000,0,49,326,0,False
48672,36,1352,False,1,1,0,6,157042,49,70,18,0,9,0.33899999999999997,8743.0,0.111,0.024047706982845352,2.1550000000000002,0.001496414971790986,0.5500000000000003,2395.689655172414,-1019.1136363636364,337.45205479452056,-5880,12100,0.3972602739726027,23056.1233,73,300,5300.948284111772,0,23117.5000,0,46,415,0,False
417600,60,6960,True,0,0,1,6,157042,49,70,18,0,9,0.33899999999999997,8743.0,0.111,0.024047706982845352,2.1550000000000002,0.001496414971790986,0.5500000000000003,5964.888888888889,-8450.0,198.93333333333334,-31700,36305,0.6,42100.2000,30,200,18124.051288090453,0,58639.0000,0,26,408,0,True
79608,24,3317,True,1,0,1,2,105606,77,26,7,2,7,0.53,8254.0,0.097,0.021262996420657918,3.275,0.0015055962729390376,0.9699999999999998,20320.45,-10437.095238095239,4566.585365853659,-40200,44749,0.4878048780487805,74149.9024,41,800,23718.94640937851,0,103746.0000,0,23,313,0,False
149340,60,2489,True,2,0,1,2,105606,77,26,7,2,7,0.53,8254.0,0.097,0.021262996420657918,3.275,0.0015055962729390376,0.9699999999999998,5598.105263157895,-4324.192307692308,-134.77777777777777,-13200,22404,0.4222222222222222,27695.7111,45,500,10000.062023412593,0,23553.0000,0,31,321,0,False
314520,60,5242,True,2,0,0,2,105606,77,26,7,2,7,0.53,8254.0,0.097,0.021262996420657918,3.275,0.0015055962729390376,0.9699999999999998,15349.733333333334,-14045.82456140351,-1077.1960784313726,-56700,49457,0.4411764705882353,63691.4020,102,6006,28103.16805330932,0,50502.0000,0,39,484,0,False
277884,36,7719,True,1,0,0,2,105606,77,26,7,2,7,0.53,8254.0,0.097,0.021262996420657918,3.275,0.0015055962729390376,0.9699999999999998,13049.92857142857,-9036.666666666666,626.21875,-53200,47031,0.4375,45360.9167,96,1000,28651.563942794743,0,3614.0000,0,15,693,1,False
464520,60,7742,False,2,0,0,4,148545,8,35,12,3,4,0.535,8909.0,0.113,0.023730182772897103,4.785,0.0008751556767309569,1.5499999999999998,14097.923076923076,-10150.03125,719.7413793103449,-41000,47757,0.4482758620689655,49927.1207,58,200,27870.403749768127,0,108084.2500,0,53,257,1,False
89040,60,1484,True,1,1,0,4,148545,8,35,12,3,4,0.535,8909.0,0.113,0.023730182772897103,4.785,0.0008751556767309569,1.5499999999999998,3194.3333333333335,-2855.625,467.59154929577466,-11400,15843,0.5492957746478874,29832.9014,71,800,8720.677080178955,0,29306.0000,0,24,392,0,False
173808,24,7242,True,0,1,0,4,148545,8,35,12,3,4,0.535,8909.0,0.113,0.023730182772897103,4.785,0.0008751556767309569,1.5499999999999998,23936.782608695652,-10747.886363636364,1158.7910447761194,-38200,74522,0.34328358208955223,58693.1045,67,1000,24397.109234885495,0,94432.0000,0,37,383,0,False
48744,36,1354,True,1,0,0,4,148545,8,35,12,3,4,0.535,8909.0,0.113,0.023730182772897103,4.785,0.0008751556767309569,1.5499999999999998,9019.25,-14850.0,4245.4,-16700,28604,0.8,43645.8000,10,19969,15810.822893195662,0,52172.0000,0,32,134,0,False
95400,36,2650,False,2,0,1,1,95616,65,30,4,1,6,0.514,9307.0,0.118,0.029576639892904953,4.14,0.004434404283801874,0.5799999999999996,10872.55,-7921.727272727273,1027.9285714285713,-33500,35760,0.47619047619047616,41739.0952,42,200,22962.438181278245,0,27682.0000,0,22,268,0,False
174744,24,7281,False,1,0,0,1,95616,65,30,4,1,6,0.514,9307.0,0.118,0.029576639892904953,4.14,0.004434404283801874,0.5799999999999996,11480.0,-5703.741379310345,646.7717391304348,-37500,46739,0.3695652173913043,28390.0000,92,-1369,23859.374317117956,1,-1369.0000,1,15,452,1,False
538500,60,8975,True,1,0,1,1,95616,65,30,4,1,6,0.514,9307.0,0.118,0.029576639892904953,4.14,0.004434404283801874,0.5799999999999996,8993.722222222223,-6972.931034482759,-858.0425531914893,-23800,32082,0.3829787234042553,34079.8936,47,200,13976.767137896393,0,27876.0000,0,34,336,0,False
285600,60,4760,True,2,1,0,1,95616,65,30,4,1,6,0.514,9307.0,0.118,0.029576639892904953,4.14,0.004434404283801874,0.5799999999999996,12029.285714285714,-9661.42857142857,1183.9285714285713,-33600,42729,0.5,52197.7619,42,14000,26185.34005599455,0,28194.0000,0,14,252,0,False
155640,24,6485,True,1,0,0,1,95616,65,30,4,1,6,0.514,9307.0,0.118,0.029576639892904953,4.14,0.004434404283801874,0.5799999999999996,6789.684210526316,-4030.523076923077,-1583.095238095238,-21700,34486,0.2261904761904762,42761.6548,84,500,12852.969309050031,0,40502.0000,0,53,412,0,False
259740,60,4329,True,1,0,1,4,228848,15,40,18,2,6,0.5720000000000001,9893.0,0.096,0.025147696287492135,4.404999999999999,0.00115360413899182,0.6299999999999999,9937.5,-13950.0,5160.0,-16200,25973,0.8,39763.7000,10,800,17957.28504006104,0,40674.0000,0,14,155,0,False
239460,60,3991,False,1,0,0,4,228848,15,40,18,2,6,0.5720000000000001,9893.0,0.096,0.025147696287492135,4.404999999999999,0.00115360413899182,0.6299999999999999,9516.5,-7159.333333333333,-489.0,-23100,35918,0.4,39401.1714,35,300,15803.829117356725,0,36241.0000,0,51,274,0,False
76680,24,3195,True,1,1,1,4,228848,15,40,18,2,6,0.5720000000000001,9893.0,0.096,0.025147696287492135,4.404999999999999,0.00115360413899182,0.6299999999999999,11166.938775510203,-7460.149253731343,408.1896551724138,-38700,57554,0.4224137931034483,64984.5690,116,1000,20425.657961893863,0,32674.0000,0,46,545,0,False
68400,12,5700,True,1,0,0,4,228848,15,40,18,2,6,0.5720000000000001,9893.0,0.096,0.025147696287492135,4.404999999999999,0.00115360413899182,0.6299999999999999,7743.375,-7760.0,1780.5384615384614,-15800,31037,0.6153846153846154,34177.7692,13,23798,8464.21390010588,0,23946.0000,0,18,167,1,False
99336,24,4139,True,1,0,0,4,228848,15,40,18,2,6,0.5720000000000001,9893.0,0.096,0.025147696287492135,4.404999999999999,0.00115360413899182,0.6299999999999999,5158.380952380952,-2746.2631578947367,1403.675,-11900,16866,0.525,26860.8250,40,300,8384.306920931209,0,30831.5000,0,15,330,0,False
141948,36,3943,True,1,0,0,4,228848,15,40,18,2,6,0.5720000000000001,9893.0,0.096,0.025147696287492135,4.404999999999999,0.00115360413899182,0.6299999999999999,6600.166666666667,-16200.0,3343.0,-16200,19227,0.8571428571428571,29790.5714,7,800,15789.137992006157,0,47240.0000,0,45,114,0,False
38148,12,3179,True,1,0,0,0,1204953,0,0,0,1,1,1.0,12541.0,0.167,0.07667684963645885,0.36,0.01114566294286997,0.14,7657.3125,-9421.57142857143,2459.391304347826,-20600,32706,0.6956521739130435,37730.0435,23,22704,10898.090784042866,0,56841.0000,0,28,171,0,False
80952,24,3373,True,1,1,1,0,1204953,0,0,0,1,1,1.0,12541.0,0.167,0.07667684963645885,0.36,0.01114566294286997,0.14,8841.0,-6503.458333333333,276.6511627906977,-22400,30354,0.4418604651162791,33391.9535,43,1100,11880.246587280117,0,27848.0000,0,48,313,0,False
80952,24,3373,True,1,1,1,0,1204953,0,0,0,1,1,1.0,12541.0,0.167,0.07667684963645885,0.36,0.01114566294286997,0.14,8841.473684210527,-6619.807692307692,-91.71111111111111,-22400,30354,0.4222222222222222,32603.7778,45,1100,11473.169258731703,0,28756.5000,0,48,313,0,False
24516,12,2043,True,1,0,1,0,1204953,0,0,0,1,1,1.0,12541.0,0.167,0.07667684963645885,0.36,0.01114566294286997,0.14,20721.037037037036,-12843.25,1541.4444444444443,-59200,49536,0.42857142857142855,55581.0952,63,200,29696.760490695335,0,78663.5000,0,35,317,0,False
80340,12,6695,False,1,1,0,0,1204953,0,0,0,1,1,1.0,12541.0,0.167,0.07667684963645885,0.36,0.01114566294286997,0.14,19328.85714285714,-10704.375,3311.133333333333,-39200,61260,0.4666666666666667,59402.0667,45,1100,26041.862535711396,0,89343.0000,0,18,319,0,False
288360,60,4806,True,0,0,1,0,1204953,0,0,0,1,1,1.0,12541.0,0.167,0.07667684963645885,0.36,0.01114566294286997,0.14,5362.142857142857,-10600.0,1815.0,-15200,26058,0.7777777777777778,30402.4444,9,800,14124.650824483424,0,43381.5000,0,58,107,0,False
131292,36,3647,True,2,0,1,0,1204953,0,0,0,1,1,1.0,12541.0,0.167,0.07667684963645885,0.36,0.01114566294286997,0.14,11053.24,-5280.6511627906975,724.4558823529412,-19300,32823,0.36764705882352944,35301.9265,68,1000,11857.237023557755,0,31361.0000,0,40,425,0,False
120888,36,3358,True,2,0,0,0,1204953,0,0,0,1,1,1.0,12541.0,0.167,0.07667684963645885,0.36,0.01114566294286997,0.14,11194.53125,-7277.547169811321,-323.3529411764706,-49200,48618,0.3764705882352941,40513.2706,85,600,21252.309548341953,0,63114.0000,0,50,496,0,False
323472,48,6739,True,1,0,0,0,1204953,0,0,0,1,1,1.0,12541.0,0.167,0.07667684963645885,0.36,0.01114566294286997,0.14,12318.818181818182,-10970.608695652174,415.3333333333333,-33900,44802,0.4888888888888889,45951.4889,45,200,25715.628394354728,0,77513.5000,0,53,415,0,False
209184,48,4358,False,1,0,1,0,1204953,0,0,0,1,1,1.0,12541.0,0.167,0.07667684963645885,0.36,0.01114566294286997,0.14,16493.85,-11449.305555555555,-1469.607142857143,-61800,54645,0.35714285714285715,45699.0893,56,18298,18986.966518675745,0,44255.0000,0,41,391,0,False
87816,12,7318,False,1,1,1,0,1204953,0,0,0,1,1,1.0,12541.0,0.167,0.07667684963645885,0.36,0.01114566294286997,0.14,4050.344827586207,-3925.972222222222,-367.3076923076923,-10300,14886,0.4461538461538462,25116.2308,65,10724,6060.372554603529,0,15666.0000,0,33,476,0,False
11736,24,489,True,1,0,1,0,1204953,0,0,0,1,1,1.0,12541.0,0.167,0.07667684963645885,0.36,0.01114566294286997,0.14,9510.96875,-3953.086956521739,312.7524752475247,-22500,33098,0.31683168316831684,41065.6238,101,1100,11302.454255385373,0,26984.0000,0,56,528,0,False
205200,36,5700,False,2,0,0,0,1204953,0,0,0,1,1,1.0,12541.0,0.167,0.07667684963645885,0.36,0.01114566294286997,0.14,13245.827586206897,-5564.7464788732395,-109.68,-20200,51303,0.29,56656.9700,100,900,17113.01691079338,0,54586.0000,0,31,541,0,False
482940,60,8049,True,1,0,0,0,1204953,0,0,0,1,1,1.0,12541.0,0.167,0.07667684963645885,0.36,0.01114566294286997,0.14,4579.132075471698,-3640.3454545454547,393.287037037037,-15800,21056,0.49074074074074076,27077.2593,108,900,10116.458140236384,0,23092.0000,0,18,477,1,False
31248,12,2604,True,1,0,0,0,1204953,0,0,0,1,1,1.0,12541.0,0.167,0.07667684963645885,0.36,0.01114566294286997,0.14,15472.148936170213,-10349.516666666666,992.7102803738318,-64100,45454,0.4392523364485981,63851.9346,107,1000,29441.93405727795,0,53922.0000,0,55,570,0,False
76380,12,6365,True,1,0,0,0,1204953,0,0,0,1,1,1.0,12541.0,0.167,0.07667684963645885,0.36,0.01114566294286997,0.14,3602.6875,-2676.4761904761904,38.83783783783784,-8700,12861,0.43243243243243246,25819.3784,37,1100,8205.196792117198,0,23164.0000,0,37,246,0,False
270648,36,7518,True,2,0,1,0,1204953,0,0,0,1,1,1.0,12541.0,0.167,0.07667684963645885,0.36,0.01114566294286997,0.14,13069.941176470587,-11035.2,2855.898305084746,-52700,46815,0.576271186440678,62926.6102,59,19056,28323.19546154912,0,50997.0000,0,57,307,1,False
76416,24,3184,True,1,1,1,0,1204953,0,0,0,1,1,1.0,12541.0,0.167,0.07667684963645885,0.36,0.01114566294286997,0.14,7593.191489361702,-4597.855263157895,60.51219512195122,-21400,28659,0.3821138211382114,32437.3821,123,8686,11979.835590386381,0,12263.0000,0,57,669,0,False
316140,60,5269,True,1,0,1,0,1204953,0,0,0,1,1,1.0,12541.0,0.167,0.07667684963645885,0.36,0.01114566294286997,0.14,4235.388888888889,-3120.4615384615386,217.48739495798318,-9500,13352,0.453781512605042,18564.2521,119,800,7028.5330267328,0,12819.0000,0,26,683,1,False
168984,24,7041,True,1,0,1,0,1204953,0,0,0,1,1,1.0,12541.0,0.167,0.07667684963645885,0.36,0.01114566294286997,0.14,11681.71875,-9319.808823529413,862.75,-55200,49960,0.48484848484848486,56134.0909,132,-518,27845.13342754522,1,24304.0000,0,18,571,1,False
15420,12,1285,False,1,0,0,0,1204953,0,0,0,1,1,1.0,12541.0,0.167,0.07667684963645885,0.36,0.01114566294286997,0.14,3773.8536585365855,-2171.815789473684,-88.2905982905983,-11840,13881,0.3504273504273504,24501.3162,117,1000,7017.596762339377,0,31867.0000,0,29,667,0,False
31728,24,1322,True,1,1,1,0,1204953,0,0,0,1,1,1.0,12541.0,0.167,0.07667684963645885,0.36,0.01114566294286997,0.14,5678.9375,-3737.6923076923076,-631.1752577319587,-19680,22268,0.32989690721649484,30654.4124,97,600,9489.640026362971,0,36043.0000,0,44,568,0,False
18564,12,1547,True,1,0,0,0,1204953,0,0,0,1,1,1.0,12541.0,0.167,0.07667684963645885,0.36,0.01114566294286997,0.14,6482.75,-6933.333333333333,2823.818181818182,-12400,17069,0.7272727272727273,35735.7273,11,200,14427.833089306674,0,43266.0000,0,32,128,0,False
187224,24,7801,False,1,0,1,0,1204953,0,0,0,1,1,1.0,12541.0,0.167,0.07667684963645885,0.36,0.01114566294286997,0.14,14112.685714285713,-9019.560975609756,1633.4473684210527,-51900,46293,0.4605263157894737,44422.4342,76,-243,22159.064495106817,1,50839.5000,0,47,504,1,False
87216,48,1817,False,1,0,0,0,1204953,0,0,0,1,1,1.0,12541.0,0.167,0.07667684963645885,0.36,0.01114566294286997,0.14,5018.054054054054,-2015.5185185185185,189.92372881355934,-9900,15608,0.3135593220338983,30129.7627,118,700,6371.221610342956,0,26795.0000,0,41,616,0,False
36168,12,3014,True,1,0,1,0,1204953,0,0,0,1,1,1.0,12541.0,0.167,0.07667684963645885,0.36,0.01114566294286997,0.14,6092.272727272727,-5162.8,-401.03846153846155,-18500,27122,0.4230769230769231,37394.8846,26,300,14228.404746862263,0,29138.0000,0,34,202,0,False
231696,36,6436,True,2,1,1,0,1204953,0,0,0,1,1,1.0,12541.0,0.167,0.07667684963645885,0.36,0.01114566294286997,0.14,13183.84,-7131.180555555556,-1895.3505154639174,-36000,60566,0.25773195876288657,41849.8454,97,800,19133.22935129029,0,47175.0000,0,22,476,0,False
419880,60,6998,True,2,1,0,0,1204953,0,0,0,1,1,1.0,12541.0,0.167,0.07667684963645885,0.36,0.01114566294286997,0.14,16920.9,-37620.0,-1259.4,-64800,41988,0.6666666666666666,61510.6667,15,200,28173.23006843356,0,24704.0000,0,50,156,0,False
31176,24,1299,True,1,0,1,0,1204953,0,0,0,1,1,1.0,12541.0,0.167,0.07667684963645885,0.36,0.01114566294286997,0.14,9957.0,-7134.8,1818.047619047619,-16900,29418,0.5238095238095238,46672.1429,21,700,15357.070864947535,0,50647.0000,0,27,173,0,False
125340,60,2089,True,2,0,1,0,1204953,0,0,0,1,1,1.0,12541.0,0.167,0.07667684963645885,0.36,0.01114566294286997,0.14,10714.333333333334,-9371.017543859649,400.23423423423424,-45200,49974,0.4864864864864865,52342.8649,111,500,22985.629374818374,0,19007.0000,0,51,476,0,False
247728,48,5161,True,2,0,1,0,1204953,0,0,0,1,1,1.0,12541.0,0.167,0.07667684963645885,0.36,0.01114566294286997,0.14,12730.611111111111,-10721.333333333334,102.64102564102564,-57900,48569,0.46153846153846156,63307.7179,39,24694,21885.883647296745,0,46841.0000,0,16,215,0,False
320976,48,6687,True,1,0,1,0,1204953,0,0,0,1,1,1.0,12541.0,0.167,0.07667684963645885,0.36,0.01114566294286997,0.14,7980.722222222223,-13503.863636363636,-3835.8,-49700,46714,0.45,44921.7000,40,1000,23121.90354642109,0,46462.0000,0,59,251,1,False
20196,36,561,True,1,0,1,0,1204953,0,0,0,1,1,1.0,12541.0,0.167,0.07667684963645885,0.36,0.01114566294286997,0.14,10672.5,-5658.68085106383,438.29333333333335,-24500,35469,0.37333333333333335,52435.8267,75,22646,13896.250865489666,0,48181.0000,0,25,523,0,False
